Wavelength (nm)	344 ZnC3 (SE442).abs
659.80	0.45942
660.00	0.46413
660.20	0.46883
660.40	0.47369
660.60	0.47792
660.80	0.48262
661.00	0.48795
661.20	0.49375
661.40	0.49892
661.60	0.50362
661.80	0.50848
662.00	0.51428
662.20	0.51899
662.40	0.52353
662.60	0.52807
662.80	0.53372
663.00	0.53905
663.20	0.54422
663.40	0.54939
663.60	0.55440
663.80	0.55942
664.00	0.56428
664.20	0.56945
664.40	0.57447
664.60	0.57917
664.80	0.58371
665.00	0.58826
665.20	0.59312
665.40	0.59767
665.60	0.60252
665.80	0.60707
666.00	0.61130
666.20	0.61538
666.40	0.61914
666.60	0.62337
666.80	0.62713
667.00	0.63168
667.20	0.63607
667.40	0.64061
667.60	0.64437
667.80	0.64735
668.00	0.64986
668.20	0.65315
668.40	0.65675
668.60	0.65942
668.80	0.66161
669.00	0.66381
669.20	0.66647
669.40	0.66945
669.60	0.67212
669.80	0.67446
670.00	0.67634
670.20	0.67776
670.40	0.67870
670.60	0.67964
670.80	0.68105
671.00	0.68246
671.20	0.68434
671.40	0.68497
671.60	0.68544
671.80	0.68513
672.00	0.68497
672.20	0.68449
672.40	0.68403
672.60	0.68309
672.80	0.68215
673.00	0.68152
673.20	0.68089
673.40	0.68042
673.60	0.67901
673.80	0.67744
674.00	0.67525
674.20	0.67305
674.40	0.67070
674.60	0.66835
674.80	0.66506
675.00	0.66193
675.20	0.65895
675.40	0.65550
675.60	0.65174
675.80	0.64782
676.00	0.64374
676.20	0.63998
676.40	0.63544
676.60	0.63073
676.80	0.62494
677.00	0.62070
677.20	0.61553
677.40	0.61067
677.60	0.60582
677.80	0.60033
678.00	0.59484
678.20	0.58951
678.40	0.58481
678.60	0.57933
678.80	0.57259
679.00	0.56584
679.20	0.55926
679.40	0.55284
679.60	0.54610
679.80	0.53936
680.00	0.53293
680.20	0.52698
680.40	0.51992
680.60	0.51334
680.80	0.50691
681.00	0.50080
681.20	0.49328
681.40	0.48622
681.60	0.47886
681.80	0.47165
682.00	0.46460
682.20	0.45817
682.40	0.45143
682.60	0.44344
682.80	0.43623
683.00	0.42933
683.20	0.42243
683.40	0.41476
683.60	0.40754
683.80	0.40002
684.00	0.39234
684.20	0.38482
684.40	0.37808
684.60	0.37165
684.80	0.36445
685.00	0.35692
685.20	0.34987
685.40	0.34297
685.60	0.33576
685.80	0.32839
686.00	0.32103
686.20	0.31413
686.40	0.30708
686.60	0.30018
686.80	0.29313
687.00	0.28702
687.20	0.28059
687.40	0.27385
687.60	0.26711
687.80	0.26084
688.00	0.25473
688.20	0.24877
688.40	0.24266
688.60	0.23733
688.80	0.23138
689.00	0.22604
689.20	0.22025
689.40	0.21476
689.60	0.20912
689.80	0.20379
690.00	0.19940
690.20	0.19501
690.40	0.18999
690.60	0.18467
690.80	0.17965
691.00	0.17432
691.20	0.16915
691.40	0.16382
691.60	0.15865
691.80	0.15441
692.00	0.15144
692.20	0.14768
692.40	0.14329
692.60	0.13874
692.80	0.13420
693.00	0.12981
693.20	0.12652
693.40	0.12338
693.60	0.12009
693.80	0.11664
694.00	0.11319
694.20	0.10959
694.40	0.10630
694.60	0.10270
694.80	0.099873
695.00	0.097681
695.20	0.094702
695.40	0.092035
695.60	0.089531
695.80	0.087176
696.00	0.084509
696.20	0.082005
696.40	0.079651
696.60	0.076678
696.80	0.074167
697.00	0.071819
697.20	0.069933
697.40	0.067741
697.60	0.065237
697.80	0.063038
698.00	0.061314
698.20	0.059591
698.40	0.057867
698.60	0.055987
698.80	0.054576
699.00	0.052696
699.20	0.051284
699.40	0.049248
699.60	0.048461
699.80	0.046894
700.00	0.045482
700.20	0.043759
700.40	0.042035
700.60	0.040942
700.80	0.039843
701.00	0.038744
701.20	0.037963
701.40	0.036395
701.60	0.034672
701.80	0.033572
702.00	0.033260
702.20	0.032473
702.40	0.031224
702.60	0.030125
702.80	0.029657
703.00	0.029026
703.20	0.028245
703.40	0.026678
703.60	0.025578
703.80	0.024798
704.00	0.024486
704.20	0.023699
704.40	0.022755
704.60	0.021663
704.80	0.021032
705.00	0.019627
705.20	0.019939
705.40	0.020407
705.60	0.020251
705.80	0.018215
706.00	0.016804
706.20	0.016173
706.40	0.016492
706.60	0.016492
706.80	0.016017
707.00	0.015548
707.20	0.015236
707.40	0.014605
707.60	0.014449
707.80	0.013669
708.00	0.012882
708.20	0.013038
708.40	0.012882
708.60	0.012569
708.80	0.011158
709.00	0.010377
709.20	0.010065
709.40	0.010533
709.60	0.010846
709.80	0.010377
710.00	0.010377
710.20	0.010065
710.40	0.010065
710.60	0.0095903
710.80	0.0091220
711.00	0.0089658
711.20	0.0078666
711.40	0.0075544
711.60	0.0069299
711.80	0.0073983
712.00	0.0080227
712.20	0.0081788
712.40	0.0077105
712.60	0.0072421
712.80	0.0067738
713.00	0.0066177
713.20	0.0067738
713.40	0.0066177
713.60	0.0064551
713.80	0.0062990
714.00	0.0062990
714.20	0.0067738
714.40	0.0067738
714.60	0.0059868
714.80	0.0055184
715.00	0.0056746
715.20	0.0052062
715.40	0.0053623
715.60	0.0058307
715.80	0.0059868
716.00	0.0053623
716.20	0.0045753
716.40	0.0045753
716.60	0.0047314
716.80	0.0050501
717.00	0.0052062
717.20	0.0053623
717.40	0.0050501
717.60	0.0045753
717.80	0.0036386
718.00	0.0041070
718.20	0.0048875
718.40	0.0047314
718.60	0.0041070
718.80	0.0034825
719.00	0.0031638
719.20	0.0033199
719.40	0.0036386
719.60	0.0036386
719.80	0.0030077
720.00	0.0028516
720.20	0.0031638
720.40	0.0031638
720.60	0.0037947
720.80	0.0041070
721.00	0.0045753
721.20	0.0044192
721.40	0.0041070
721.60	0.0031638
721.80	0.0030077
722.00	0.0028516
722.20	0.0033199
722.40	0.0031638
722.60	0.0028516
722.80	0.0025394
723.00	0.0026955
723.20	0.0025394
723.40	0.0022272
723.60	0.0026955
723.80	0.0031638
724.00	0.0036386
724.20	0.0033199
724.40	0.0030077
724.60	0.0028516
724.80	0.0030077
725.00	0.0025394
725.20	0.0022272
725.40	0.0015962
725.60	0.0011279
725.80	0.0011279
726.00	0.0011279
726.20	0.0014401
726.40	0.0014401
726.60	0.0015962
726.80	0.0014401
727.00	0.0025394
727.20	0.0031638
727.40	0.0026955
727.60	0.0015962
727.80	0.0014401
728.00	0.0012840
728.20	0.0011279
728.40	0.00097178
728.60	0.00050345
728.80	2.8620e-05
729.00	0.00065956
729.20	0.0015962
729.40	0.0019149
729.60	0.0019149
729.80	0.0022272
730.00	0.0023833
730.20	0.0019149
730.40	0.0019149
730.60	0.0017588
730.80	0.0014401
731.00	0.0014401
731.20	0.0012840
731.40	0.0012840
731.60	0.0012840
731.80	0.0012840
732.00	0.0014401
732.20	0.0019149
732.40	0.0014401
732.60	0.0019149
732.80	0.0023833
733.00	0.0033199
733.20	0.0028516
733.40	0.0022272
733.60	0.0015962
733.80	0.0015962
734.00	0.0011279
734.20	0.00065956
734.40	0.00050345
734.60	0.0011279
734.80	0.0014401
735.00	0.0012840
735.20	0.00065956
735.40	0.00097178
735.60	0.0015962
735.80	0.0019149
736.00	0.0020710
736.20	0.0014401
736.40	0.0015962
736.60	0.0017588
736.80	0.0019149
737.00	0.0017588
737.20	0.0015962
737.40	0.0015962
737.60	0.0015962
737.80	0.00012862
738.00	0.00090803
738.20	0.00090803
738.40	0.00034734
738.60	0.00097178
738.80	0.00097178
739.00	0.0011279
739.20	0.0011279
739.40	0.0014401
739.60	0.0019149
739.80	0.0015962
740.00	0.00097178
740.20	0.00065956
740.40	0.00050345
740.60	0.00050345
740.80	0.00034734
741.00	0.00019123
741.20	0.00050345
741.40	0.00097178
741.60	0.0012840
741.80	0.0012840
742.00	0.0011279
742.20	0.0014401
742.40	0.0020710
742.60	0.0017588
742.80	0.0014401
743.00	0.00081567
743.20	0.00019123
743.40	0.00019123
743.60	0.00034734
743.80	0.00050345
744.00	2.8620e-05
744.20	0.00034734
744.40	0.00019123
744.60	0.00019123
744.80	0.00050345
745.00	0.00050345
745.20	0.00065956
745.40	0.0012840
745.60	0.0017588
745.80	0.0017588
746.00	0.0012840
746.20	0.00065956
746.40	0.00050345
746.60	0.00081567
746.80	0.00081567
747.00	0.00097178
747.20	0.0012840
747.40	0.0017588
747.60	0.0012840
747.80	0.00097178
748.00	0.00097178
748.20	0.00097178
748.40	0.00097178
748.60	0.00065956
748.80	0.00050345
749.00	0.0012840
749.20	0.0014401
749.40	0.0017588
749.60	0.0014401
749.80	0.00097178
750.00	0.00097178
