Wavelength (nm)	344 FbC1 (SE439).abs
660.00	0.010676
660.20	0.010786
660.40	0.010566
660.60	0.010364
660.80	0.0098309
661.00	0.0096288
661.20	0.0092981
661.40	0.0089857
661.60	0.0084528
661.80	0.0084528
662.00	0.0081404
662.20	0.0082506
662.40	0.0079383
662.60	0.0075156
662.80	0.0072951
663.00	0.0071849
663.20	0.0075156
663.40	0.0077178
663.60	0.0074054
663.80	0.0070930
664.00	0.0064498
664.20	0.0063396
664.40	0.0061374
664.60	0.0060272
664.80	0.0058251
665.00	0.0056046
665.20	0.0057148
665.40	0.0054943
665.60	0.0054943
665.80	0.0051819
666.00	0.0051819
666.20	0.0051819
666.40	0.0052922
666.60	0.0051819
666.80	0.0046490
667.00	0.0046490
667.20	0.0044469
667.40	0.0045571
667.60	0.0044469
667.80	0.0043366
668.00	0.0046490
668.20	0.0047593
668.40	0.0051819
668.60	0.0046490
668.80	0.0043366
669.00	0.0040243
669.20	0.0040243
669.40	0.0040243
669.60	0.0040243
669.80	0.0037119
670.00	0.0039140
670.20	0.0040243
670.40	0.0044469
670.60	0.0045571
670.80	0.0043366
671.00	0.0042264
671.20	0.0040243
671.40	0.0040243
671.60	0.0034914
671.80	0.0037119
672.00	0.0036016
672.20	0.0037119
672.40	0.0037119
672.60	0.0036016
672.80	0.0034914
673.00	0.0037119
673.20	0.0040243
673.40	0.0039140
673.60	0.0039140
673.80	0.0040243
674.00	0.0041345
674.20	0.0042264
674.40	0.0038037
674.60	0.0037119
674.80	0.0038037
675.00	0.0037119
675.20	0.0039140
675.40	0.0040243
675.60	0.0039140
675.80	0.0037119
676.00	0.0034914
676.20	0.0036016
676.40	0.0033811
676.60	0.0030687
676.80	0.0027563
677.00	0.0027563
677.20	0.0031790
677.40	0.0033811
677.60	0.0033811
677.80	0.0037119
678.00	0.0038037
678.20	0.0040243
678.40	0.0031790
678.60	0.0030687
678.80	0.0030687
679.00	0.0029585
679.20	0.0025542
679.40	0.0027563
679.60	0.0030687
679.80	0.0034914
680.00	0.0033811
680.20	0.0031790
680.40	0.0025542
680.60	0.0023337
680.80	0.0022234
681.00	0.0023337
681.20	0.0021316
681.40	0.0021316
681.60	0.0023337
681.80	0.0024440
682.00	0.0025542
682.20	0.0024440
682.40	0.0021316
682.60	0.0021316
682.80	0.0024440
683.00	0.0029585
683.20	0.0027563
683.40	0.0027563
683.60	0.0027563
683.80	0.0027563
684.00	0.0024440
684.20	0.0022234
684.40	0.0021316
684.60	0.0019111
684.80	0.0018008
685.00	0.0018008
685.20	0.0013782
685.40	0.0014884
685.60	0.0015987
685.80	0.0018008
686.00	0.0015987
686.20	0.0012863
686.40	0.0012863
686.60	0.0019111
686.80	0.0027563
687.00	0.0030687
687.20	0.0027563
687.40	0.0025542
687.60	0.0027563
687.80	0.0025542
688.00	0.0019111
688.20	0.0013782
688.40	0.0014884
688.60	0.0019111
688.80	0.0021316
689.00	0.0022234
689.20	0.0020213
689.40	0.0020213
689.60	0.0015987
689.80	0.0014884
690.00	0.0014884
690.20	0.0019111
690.40	0.0022234
690.60	0.0022234
690.80	0.0019111
691.00	0.0017089
691.20	0.0013782
691.40	0.0012863
691.60	0.0012863
691.80	0.0012863
692.00	0.0014884
692.20	0.0015987
692.40	0.0017089
692.60	0.0017089
692.80	0.0019111
693.00	0.0014884
693.20	0.0013782
693.40	0.0018008
693.60	0.0019111
693.80	0.0020213
694.00	0.0019111
694.20	0.0021316
694.40	0.0019111
694.60	0.0017089
694.80	0.0018008
695.00	0.0015987
695.20	0.0012863
695.40	0.00095553
695.60	0.00095553
695.80	0.0010658
696.00	0.0013782
696.20	0.0012863
696.40	0.0012863
696.60	0.0012863
696.80	0.0019111
697.00	0.0018008
697.20	0.0012863
697.40	0.00075340
697.60	0.00075340
697.80	0.00095553
698.00	0.0011760
698.20	0.0012863
698.40	0.0012863
698.60	0.0011760
698.80	0.0012863
699.00	0.0015987
699.20	0.0015987
699.40	0.0012863
699.60	0.0014884
699.80	0.0020213
700.00	0.0023337
