Wavelength (nm)	L267 FbC-M10Es13,15 (SE327).abs
659.60	0.29568
659.80	0.29085
660.00	0.29047
660.20	0.28725
660.40	0.28227
660.60	0.27828
660.80	0.27716
661.00	0.27205
661.20	0.26615
661.40	0.26114
661.60	0.26056
661.80	0.25391
662.00	0.25251
662.20	0.24630
662.40	0.24300
662.60	0.23308
662.80	0.22941
663.00	0.22601
663.20	0.21943
663.40	0.21488
663.60	0.21087
663.80	0.20448
664.00	0.20010
664.20	0.19705
664.40	0.18920
664.60	0.18538
664.80	0.18302
665.00	0.17852
665.20	0.17148
665.40	0.16970
665.60	0.16337
665.80	0.15770
666.00	0.15631
666.20	0.15292
666.40	0.14483
666.60	0.14004
666.80	0.14018
667.00	0.13090
667.20	0.12483
667.40	0.12562
667.60	0.11850
667.80	0.11622
668.00	0.11322
668.20	0.10944
668.40	0.10414
668.60	0.10325
668.80	0.099706
669.00	0.096771
669.20	0.092860
669.40	0.091955
669.60	0.090781
669.80	0.085766
670.00	0.086343
670.20	0.084472
670.40	0.078810
670.60	0.077577
670.80	0.075656
671.00	0.074184
671.20	0.069895
671.40	0.067656
671.60	0.067805
671.80	0.062014
672.00	0.061805
672.20	0.061407
672.40	0.057089
672.60	0.057387
672.80	0.054830
673.00	0.052721
673.20	0.052054
673.40	0.050044
673.60	0.049765
673.80	0.044144
674.00	0.042999
674.20	0.044442
674.40	0.041467
674.60	0.039785
674.80	0.039885
675.00	0.037228
675.20	0.035616
675.40	0.036830
675.60	0.033278
675.80	0.031726
676.00	0.032014
676.20	0.029935
676.40	0.028074
676.60	0.028512
676.80	0.028790
677.00	0.026930
677.20	0.023308
677.40	0.026243
677.60	0.026571
677.80	0.023845
678.00	0.022910
678.20	0.023716
678.40	0.022342
678.60	0.021119
678.80	0.021288
679.00	0.023278
679.20	0.018581
679.40	0.019646
679.60	0.023258
679.80	0.015606
680.00	0.016969
680.20	0.017198
680.40	0.017288
680.60	0.013895
680.80	0.016203
681.00	0.016979
681.20	0.012123
681.40	0.013895
681.60	0.017526
681.80	0.012651
682.00	0.013815
682.20	0.014233
682.40	0.013735
682.60	0.010720
682.80	0.012919
683.00	0.013805
683.20	0.0089991
683.40	0.010402
683.60	0.013327
683.80	0.0098349
684.00	0.0087304
684.20	0.011686
684.40	0.010770
684.60	0.0064418
684.80	0.013686
685.00	0.011696
685.20	0.0069692
685.40	0.0084219
685.60	0.011218
685.80	0.0055673
686.00	0.0081831
686.20	0.010143
686.40	0.0099045
686.60	0.0079344
686.80	0.0070985
687.00	0.0074667
687.20	0.0038547
687.40	0.0052898
687.60	0.0097155
687.80	0.0073573
688.00	0.0058002
688.20	0.0065314
688.40	0.0035164
688.60	0.0031085
688.80	0.0036259
689.00	0.0063722
689.20	0.0014866
689.40	0.0019244
689.60	0.0042768
689.80	0.0014965
690.00	0.0017652
690.20	0.0022727
690.40	0.0051548
690.60	0.0011781
690.80	0.0018149
691.00	0.0013572
691.20	0.0024617
691.40	0.0036657
691.60	0.0083423
691.80	0.0050039
692.00	0.0047344
692.20	0.0097354
692.40	0.0094866
692.60	0.0083722
692.80	0.010064
693.00	0.0096558
693.20	0.0095861
693.40	0.011954
693.60	0.012671
693.80	0.0091682
694.00	0.0086906
694.20	0.0090190
694.40	0.0071583
694.60	0.0014866
694.80	0.0042567
695.00	0.0062627
695.20	0.0059448
695.40	0.0053805
695.60	0.0070886
695.80	0.0038747
696.00	0.0033672
696.20	0.0068000
696.40	0.0057133
696.60	0.0038149
696.80	0.0054019
697.00	0.0077951
697.20	0.0055346
697.40	0.0043146
697.60	0.0067801
697.80	0.0053718
698.00	0.0024916
698.20	0.0068199
698.40	0.0056685
698.60	0.0017254
698.80	0.0041061
699.00	0.0067602
699.20	0.0021632
699.40	0.0027204
699.60	0.0068796
699.80	0.0070488
700.00	0.0057140
700.20	0.0071682
700.40	0.0060339
700.60	0.0013473
700.80	0.0060836
701.00	0.0038348
701.20	0.0033771
701.40	0.0042999
701.60	0.0073473
701.80	0.0036458
702.00	0.0040174
702.20	0.0054760
702.40	0.0049035
702.60	0.0036557
702.80	0.0059518
703.00	0.0040201
703.20	0.0051242
703.40	0.0026806
703.60	0.0042859
703.80	0.0045262
704.00	0.0028299
704.20	0.0040328
704.40	0.0035363
704.60	0.0021831
704.80	0.0049955
705.00	0.0039344
705.20	0.0037353
705.40	0.0043646
705.60	0.0070189
705.80	0.0060140
706.00	0.0035463
706.20	0.0077254
706.40	0.0073672
706.60	0.0039642
706.80	0.0029891
707.00	0.0052487
707.20	0.0060538
707.40	0.0036159
707.60	0.0028995
707.80	0.0033075
708.00	0.0021234
708.20	0.0056670
708.40	0.0048184
708.60	0.0035164
708.80	0.0055854
709.00	0.0045385
709.20	0.0047128
709.40	0.0035861
709.60	0.0054822
709.80	0.0046973
710.00	0.0037751
710.20	0.0050227
710.40	0.0059176
710.60	0.0040378
710.80	0.0034368
711.00	0.0067503
711.20	0.0051496
711.40	0.0047802
711.60	0.0068498
711.80	0.0063523
712.00	0.0065712
712.20	0.0051022
712.40	0.0062627
712.60	0.0041050
712.80	0.0059742
713.00	0.0061234
713.20	0.0057045
713.40	0.0056867
713.60	0.0050103
713.80	0.0042617
714.00	0.0042669
714.20	0.0028398
714.40	0.0051230
714.60	0.0022926
714.80	0.0033871
715.00	0.0055538
715.20	0.0047280
715.40	0.0038050
715.60	0.0069692
715.80	0.0050568
716.00	0.0036756
716.20	0.0035065
716.40	0.0077354
716.60	0.0044617
716.80	0.0033174
717.00	0.0067901
717.20	0.0017154
717.40	0.0038149
717.60	0.0042314
717.80	0.0037751
718.00	0.0081234
718.20	0.0079045
718.40	0.0074468
718.60	0.0050969
718.80	0.0061234
719.00	0.0076757
719.20	0.0056027
719.40	0.0065712
719.60	0.0083423
719.80	0.0059381
720.00	0.0025569
720.20	0.0046473
720.40	0.0042235
720.60	0.0019940
720.80	0.0027204
721.00	0.0040240
721.20	0.0027105
721.40	0.0021632
721.60	0.0068498
721.80	0.0018149
722.00	0.0024020
722.20	0.0053414
722.40	0.0033871
722.60	0.0034866
722.80	0.0067602
723.00	0.0060339
723.20	0.0025214
723.40	0.0026607
723.60	0.0040614
723.80	0.0025712
724.00	0.0021492
724.20	0.0048949
724.40	0.0059225
724.60	0.0044179
724.80	0.0064717
725.00	0.0059048
725.20	0.0047891
725.40	0.0055819
725.60	0.0021532
725.80	0.0037552
726.00	0.0040829
726.20	0.0059081
726.40	0.0050157
726.60	0.0029194
726.80	0.0053797
727.00	0.0067801
727.20	0.0058694
727.40	0.0041849
727.60	0.0053058
727.80	0.0032975
728.00	0.0026508
728.20	0.0059841
728.40	0.0062826
728.60	0.0030587
728.80	0.0075364
729.00	0.0075165
729.20	0.0045172
729.40	0.0039835
729.60	0.0073374
729.80	0.0042918
730.00	0.0027204
730.20	0.0061234
730.40	0.0055116
730.60	0.0022926
730.80	0.0056590
731.00	0.0065911
731.20	0.0065911
731.40	0.0048836
731.60	0.0043396
731.80	0.0049096
732.00	0.0027602
732.20	0.0064916
732.40	0.0046823
732.60	0.0029393
732.80	0.0034667
733.00	0.0039045
733.20	0.0021035
733.40	0.0026309
733.60	0.0037055
733.80	0.0034567
734.00	0.0030289
734.20	0.0040579
734.40	0.0032577
734.60	0.0021035
734.80	0.0029493
735.00	0.0059084
735.20	0.0052171
735.40	0.0027602
735.60	0.0058315
735.80	0.0045776
736.00	0.0038946
736.20	0.0041704
736.40	0.0045033
736.60	0.0039443
736.80	0.0044190
737.00	0.0067801
737.20	0.0044599
737.40	0.0021035
737.60	0.0028995
737.80	0.0028498
738.00	0.0024219
738.20	0.0040296
738.40	0.0040453
738.60	0.0034667
738.80	0.0029194
739.00	0.0063722
739.20	0.0059066
739.40	0.0035761
739.60	0.0061931
739.80	0.0056222
740.00	0.0040264
740.20	0.0068498
740.40	0.0055070
740.60	0.0031284
740.80	0.0031881
741.00	0.0055737
741.20	0.0038747
741.40	0.0043507
741.60	0.0054447
741.80	0.0026707
742.00	0.0030189
742.20	0.0042063
742.40	0.0028995
742.60	0.0021234
742.80	0.0032776
743.00	0.0047576
743.20	0.0041864
743.40	0.0028100
743.60	0.0052107
743.80	0.0058339
744.00	0.0040405
744.20	0.0054631
744.40	0.0055646
744.60	0.0068100
744.80	0.0037154
745.00	0.0066408
745.20	0.0057917
745.40	0.0030985
745.60	0.0063921
745.80	0.0046896
746.00	0.0014667
746.20	0.0045179
746.40	0.0053245
746.60	0.0017552
746.80	0.0024418
747.00	0.0041889
747.20	0.0047434
747.40	0.0030985
747.60	0.0030587
747.80	0.0035761
748.00	0.0022229
748.20	0.0013333
748.40	0.0033771
748.60	0.0026408
748.80	0.0054854
749.00	0.0047597
749.20	0.0019443
749.40	0.0025413
749.60	0.0028896
749.80	0.0034368
750.00	0.0050275
