Wavelength  (nm)	327 C-34.abs
610.20	0.027601
610.40	0.028069
610.60	0.028443
610.80	0.028911
611.00	0.029379
611.20	0.030127
611.40	0.030595
611.60	0.030969
611.80	0.031531
612.00	0.031999
612.20	0.032466
612.40	0.032841
612.60	0.033589
612.80	0.033963
613.00	0.034431
613.20	0.034805
613.40	0.035273
613.60	0.035835
613.80	0.036209
614.00	0.036864
614.20	0.037425
614.40	0.037893
614.60	0.038361
614.80	0.038829
615.00	0.039296
615.20	0.039671
615.40	0.040232
615.60	0.040606
615.80	0.040981
616.00	0.041355
616.20	0.041729
616.40	0.042103
616.60	0.042478
616.80	0.042852
617.00	0.043320
617.20	0.043694
617.40	0.044068
617.60	0.044255
617.80	0.044536
618.00	0.044910
618.20	0.045097
618.40	0.045472
618.60	0.045659
618.80	0.045846
619.00	0.046033
619.20	0.046220
619.40	0.046407
619.60	0.046594
619.80	0.046781
620.00	0.046875
620.20	0.046969
620.40	0.047062
620.60	0.047156
620.80	0.047156
621.00	0.047249
621.20	0.047343
621.40	0.047343
621.60	0.047436
621.80	0.047343
622.00	0.047343
622.20	0.047436
622.40	0.047343
622.60	0.047249
622.80	0.047249
623.00	0.047156
623.20	0.047062
623.40	0.047062
623.60	0.046875
623.80	0.046781
624.00	0.046594
624.20	0.046407
624.40	0.046314
624.60	0.046126
624.80	0.045939
625.00	0.045846
625.20	0.045659
625.40	0.045378
625.60	0.045191
625.80	0.045004
626.00	0.044817
626.20	0.044536
626.40	0.044349
626.60	0.044068
626.80	0.043694
627.00	0.043507
627.20	0.043320
627.40	0.043132
627.60	0.042852
627.80	0.042571
628.00	0.042384
628.20	0.042103
628.40	0.041823
628.60	0.041542
628.80	0.041355
629.00	0.041074
629.20	0.040887
629.40	0.040700
629.60	0.040326
629.80	0.040138
630.00	0.039951
630.20	0.039671
630.40	0.039484
630.60	0.039390
630.80	0.039109
631.00	0.039016
631.20	0.038829
631.40	0.038735
631.60	0.038548
631.80	0.038454
632.00	0.038267
632.20	0.038080
632.40	0.037987
632.60	0.037893
632.80	0.037799
633.00	0.037706
633.20	0.037612
633.40	0.037519
633.60	0.037425
633.80	0.037425
634.00	0.037332
634.20	0.037332
634.40	0.037332
634.60	0.037238
634.80	0.037238
635.00	0.037238
635.20	0.037238
635.40	0.037332
635.60	0.037332
635.80	0.037332
636.00	0.037332
636.20	0.037425
636.40	0.037425
636.60	0.037519
636.80	0.037612
637.00	0.037612
637.20	0.037612
637.40	0.037799
637.60	0.037799
637.80	0.037893
638.00	0.037987
638.20	0.038174
638.40	0.038174
638.60	0.038267
638.80	0.038361
639.00	0.038454
639.20	0.038548
639.40	0.038548
639.60	0.038641
639.80	0.038735
640.00	0.038829
640.20	0.038922
640.40	0.039016
640.60	0.039016
640.80	0.039203
641.00	0.039203
641.20	0.039296
641.40	0.039296
641.60	0.039484
641.80	0.039577
642.00	0.039577
642.20	0.039671
642.40	0.039764
642.60	0.039764
642.80	0.039858
643.00	0.039951
643.20	0.040045
643.40	0.040138
643.60	0.040138
643.80	0.040232
644.00	0.040326
644.20	0.040326
644.40	0.040419
644.60	0.040513
644.80	0.040513
645.00	0.040700
645.20	0.040700
645.40	0.040700
645.60	0.040793
645.80	0.040887
646.00	0.040981
646.20	0.040981
646.40	0.040981
646.60	0.041074
646.80	0.041074
647.00	0.041261
647.20	0.041261
647.40	0.041355
647.60	0.041448
647.80	0.041448
648.00	0.041542
648.20	0.041729
648.40	0.041729
648.60	0.041823
648.80	0.041916
649.00	0.042010
649.20	0.042103
649.40	0.042197
649.60	0.042478
649.80	0.042571
650.00	0.042758
650.20	0.042945
650.40	0.043132
650.60	0.043226
650.80	0.043600
651.00	0.043787
651.20	0.044068
651.40	0.044349
651.60	0.044536
651.80	0.044723
652.00	0.045004
652.20	0.045565
652.40	0.045939
652.60	0.046314
652.80	0.046688
653.00	0.047156
653.20	0.047624
653.40	0.048278
653.60	0.048840
653.80	0.049401
654.00	0.049869
654.20	0.050337
654.40	0.050992
654.60	0.051647
654.80	0.052395
655.00	0.053050
655.20	0.053799
655.40	0.054641
655.60	0.055296
655.80	0.056138
656.00	0.057448
656.20	0.058383
656.40	0.059225
656.60	0.060254
656.80	0.061190
657.00	0.062126
657.20	0.063623
657.40	0.064746
657.60	0.065681
657.80	0.066617
658.00	0.067646
658.20	0.068956
658.40	0.070266
658.60	0.071950
658.80	0.073447
659.00	0.074850
659.20	0.076160
659.40	0.077470
659.60	0.079154
659.80	0.081400
660.00	0.082710
660.20	0.084207
660.40	0.085797
660.60	0.087294
660.80	0.088698
661.00	0.091411
661.20	0.093376
661.40	0.095247
661.60	0.097118
661.80	0.099364
662.00	0.10161
662.20	0.10367
662.40	0.10713
662.60	0.10975
662.80	0.11218
663.00	0.11443
663.20	0.11695
663.40	0.11967
663.60	0.12350
663.80	0.12594
664.00	0.12921
664.20	0.13267
664.40	0.13604
664.60	0.13913
664.80	0.14512
665.00	0.14905
665.20	0.15260
665.40	0.15700
665.60	0.16158
665.80	0.16579
666.00	0.17188
666.20	0.17683
666.40	0.18114
666.60	0.18554
666.80	0.18993
667.00	0.19555
667.20	0.20144
667.40	0.20949
667.60	0.21548
667.80	0.22221
668.00	0.22867
668.20	0.23456
668.40	0.24158
668.60	0.25225
668.80	0.25861
669.00	0.26497
669.20	0.27283
669.40	0.27947
669.60	0.28602
669.80	0.29669
670.00	0.30539
670.20	0.31390
670.40	0.32139
670.60	0.32990
670.80	0.33917
671.00	0.35198
671.20	0.36022
671.40	0.37032
671.60	0.37912
671.80	0.38716
672.00	0.39493
672.20	0.40831
672.40	0.41626
672.60	0.42347
672.80	0.43189
673.00	0.44134
673.20	0.45041
673.40	0.46211
673.60	0.47174
673.80	0.48045
674.00	0.48868
674.20	0.49626
674.40	0.50561
674.60	0.51712
674.80	0.52358
675.00	0.53088
675.20	0.53780
675.40	0.54397
675.60	0.54959
675.80	0.55923
676.00	0.56559
676.20	0.57129
676.40	0.57616
676.60	0.58196
676.80	0.58701
677.00	0.59310
677.20	0.59712
677.40	0.60114
677.60	0.60404
677.80	0.60629
678.00	0.60844
678.20	0.61115
678.40	0.61228
678.60	0.61321
678.80	0.61387
679.00	0.61405
679.20	0.61387
679.40	0.61284
679.60	0.61134
679.80	0.60956
680.00	0.60760
680.20	0.60488
680.40	0.60152
680.60	0.59665
680.80	0.59300
681.00	0.58851
681.20	0.58411
681.40	0.57972
681.60	0.57504
681.80	0.56568
682.00	0.55904
682.20	0.55296
682.40	0.54557
682.60	0.53752
682.80	0.52947
683.00	0.51796
683.20	0.50833
683.40	0.49981
683.60	0.49149
683.80	0.48344
684.00	0.47371
684.20	0.46098
684.40	0.45275
684.60	0.44339
684.80	0.43254
685.00	0.42187
685.20	0.41261
685.40	0.39624
685.60	0.38529
685.80	0.37519
686.00	0.36564
686.20	0.35385
686.40	0.34394
686.60	0.33046
686.80	0.32083
687.00	0.31147
687.20	0.30296
687.40	0.29500
687.60	0.28602
687.80	0.27124
688.00	0.26254
688.20	0.25458
688.40	0.24476
688.60	0.23587
688.80	0.22783
689.00	0.21585
689.20	0.20743
689.40	0.20032
689.60	0.19414
689.80	0.18741
690.00	0.17786
690.20	0.17234
690.40	0.16701
690.60	0.16055
690.80	0.15438
691.00	0.14886
691.20	0.14091
691.40	0.13529
691.60	0.13024
691.80	0.12603
692.00	0.12116
692.20	0.11649
692.40	0.11078
692.60	0.10741
692.80	0.10348
693.00	0.10039
693.20	0.097399
693.40	0.094592
693.60	0.089633
693.80	0.086639
694.00	0.084019
694.20	0.081306
694.40	0.078499
694.60	0.074850
694.80	0.072698
695.00	0.070172
695.20	0.068114
695.40	0.066243
695.60	0.064652
695.80	0.061845
696.00	0.060348
696.20	0.058945
696.40	0.057354
696.60	0.055763
696.80	0.054173
697.00	0.052208
697.20	0.050711
697.40	0.049401
697.60	0.048185
697.80	0.047062
698.00	0.045752
698.20	0.044068
698.40	0.043226
698.60	0.042290
698.80	0.041261
699.00	0.040419
699.20	0.039203
699.40	0.038174
699.60	0.037332
699.80	0.036490
700.00	0.035741
700.20	0.034805
700.40	0.033589
700.60	0.032841
700.80	0.031999
701.00	0.031250
701.20	0.030595
701.40	0.029659
701.60	0.029004
701.80	0.028443
702.00	0.027788
702.20	0.027320
702.40	0.026665
702.60	0.025730
702.80	0.025168
703.00	0.024607
703.20	0.024046
703.40	0.023484
703.60	0.023016
703.80	0.022174
704.00	0.021613
704.20	0.021239
704.40	0.020771
704.60	0.020303
704.80	0.019648
705.00	0.019368
705.20	0.018900
705.40	0.018432
705.60	0.018058
705.80	0.017683
706.00	0.017028
706.20	0.016654
706.40	0.016374
706.60	0.015906
706.80	0.015531
707.00	0.015064
707.20	0.014783
707.40	0.014502
707.60	0.014222
707.80	0.013941
708.00	0.013660
708.20	0.013192
708.40	0.013005
708.60	0.012725
708.80	0.012537
709.00	0.012257
709.20	0.011789
709.40	0.011602
709.60	0.011415
709.80	0.011228
710.00	0.011040
710.20	0.010853
710.40	0.010479
710.60	0.010385
710.80	0.010198
711.00	0.010105
711.20	0.0099177
711.40	0.0096370
711.60	0.0095434
711.80	0.0093563
712.00	0.0091692
712.20	0.0089820
712.40	0.0088885
712.60	0.0086078
712.80	0.0085142
713.00	0.0084207
713.20	0.0083271
713.40	0.0081400
713.60	0.0079528
713.80	0.0078593
714.00	0.0077657
714.20	0.0076722
714.40	0.0075786
714.60	0.0074850
714.80	0.0072979
715.00	0.0072043
715.20	0.0071108
715.40	0.0070172
715.60	0.0068301
715.80	0.0067365
716.00	0.0066430
716.20	0.0066430
716.40	0.0064558
716.60	0.0064558
716.80	0.0063623
717.00	0.0062687
717.20	0.0061751
717.40	0.0061751
717.60	0.0060816
717.80	0.0059880
718.00	0.0058009
718.20	0.0058009
718.40	0.0057073
718.60	0.0056138
718.80	0.0056138
719.00	0.0056138
719.20	0.0055202
719.40	0.0055202
719.60	0.0054266
719.80	0.0054266
720.00	0.0054266
720.20	0.0053331
720.40	0.0053331
720.60	0.0052395
720.80	0.0051460
721.00	0.0051460
721.20	0.0051460
721.40	0.0050524
721.60	0.0049588
721.80	0.0049588
722.00	0.0049588
722.20	0.0047717
722.40	0.0047717
722.60	0.0047717
722.80	0.0046781
723.00	0.0046781
723.20	0.0045846
723.40	0.0044910
723.60	0.0044910
723.80	0.0043975
724.00	0.0043039
724.20	0.0043039
724.40	0.0042103
724.60	0.0041168
724.80	0.0041168
725.00	0.0041168
725.20	0.0041168
725.40	0.0039296
725.60	0.0039296
725.80	0.0038361
726.00	0.0038361
726.20	0.0038361
726.40	0.0037425
726.60	0.0036490
726.80	0.0036490
727.00	0.0035554
727.20	0.0035554
727.40	0.0034618
727.60	0.0033683
727.80	0.0033683
728.00	0.0032747
728.20	0.0032747
728.40	0.0031811
728.60	0.0032747
728.80	0.0031811
729.00	0.0030876
729.20	0.0031811
729.40	0.0030876
729.60	0.0029940
729.80	0.0029940
730.00	0.0029940
730.20	0.0030876
730.40	0.0029940
730.60	0.0029940
730.80	0.0029940
731.00	0.0029940
731.20	0.0029940
731.40	0.0029940
731.60	0.0029004
731.80	0.0029004
732.00	0.0029004
732.20	0.0029004
732.40	0.0029004
732.60	0.0029004
732.80	0.0028069
733.00	0.0028069
733.20	0.0028069
733.40	0.0028069
733.60	0.0028069
733.80	0.0028069
734.00	0.0027133
734.20	0.0027133
734.40	0.0028069
734.60	0.0027133
734.80	0.0027133
735.00	0.0026198
735.20	0.0027133
735.40	0.0026198
735.60	0.0027133
735.80	0.0027133
736.00	0.0027133
736.20	0.0027133
736.40	0.0026198
736.60	0.0027133
736.80	0.0027133
737.00	0.0028069
737.20	0.0028069
737.40	0.0029004
737.60	0.0029004
737.80	0.0029004
738.00	0.0029004
738.20	0.0029940
738.40	0.0029004
738.60	0.0029004
738.80	0.0029004
739.00	0.0029004
739.20	0.0029004
739.40	0.0029940
739.60	0.0029004
739.80	0.0029004
740.00	0.0029004
740.20	0.0029004
740.40	0.0029004
740.60	0.0028069
740.80	0.0028069
741.00	0.0028069
741.20	0.0027133
741.40	0.0026198
741.60	0.0026198
741.80	0.0025262
742.00	0.0024326
742.20	0.0023391
742.40	0.0023391
742.60	0.0022455
742.80	0.0022455
743.00	0.0021519
743.20	0.0021519
743.40	0.0020584
743.60	0.0020584
743.80	0.0020584
744.00	0.0020584
744.20	0.0020584
744.40	0.0020584
744.60	0.0020584
744.80	0.0020584
745.00	0.0020584
745.20	0.0022455
745.40	0.0022455
745.60	0.0022455
745.80	0.0023391
746.00	0.0023391
746.20	0.0024326
746.40	0.0024326
746.60	0.0024326
746.80	0.0025262
747.00	0.0024326
747.20	0.0025262
747.40	0.0025262
747.60	0.0025262
747.80	0.0024326
748.00	0.0025262
748.20	0.0025262
748.40	0.0025262
748.60	0.0025262
748.80	0.0025262
749.00	0.0024326
749.20	0.0024326
749.40	0.0024326
749.60	0.0024326
749.80	0.0025262
750.00	0.0025262
