Wavelength (nm)	236 FbC1-PO3H2 (SE266) abs
658.20	0.0033400
658.40	0.0028900
658.60	0.0030700
658.80	0.0032400
659.00	0.0027100
659.20	0.0029400
659.40	0.0030600
659.60	0.0026500
659.80	0.0032000
660.00	0.0031300
660.20	0.0024500
660.40	0.0023400
660.60	0.0024400
660.80	0.0024900
661.00	0.0019300
661.20	0.0019900
661.40	0.0024100
661.60	0.0022500
661.80	0.0018900
662.00	0.0022900
662.20	0.0022400
662.40	0.0016500
662.60	0.0023000
662.80	0.0024200
663.00	0.0018000
663.20	0.0021100
663.40	0.0026200
663.60	0.0017000
663.80	0.0019600
664.00	0.0020700
664.20	0.0019100
664.40	0.0015000
664.60	0.0015200
664.80	0.0017100
665.00	0.0013200
665.20	0.0017100
665.40	0.0016000
665.60	0.0012500
665.80	0.0010100
666.00	0.0012400
666.20	0.0012100
666.40	0.0011300
666.60	0.0012000
666.80	0.0015100
667.00	0.00067824
667.20	0.0012500
667.40	0.0017400
667.60	0.00073746
667.80	0.00077823
668.00	0.0014800
668.20	0.0010400
668.40	0.00089964
668.60	0.0015700
668.80	0.0014100
669.00	0.00086275
669.20	0.0012700
669.40	0.0010800
669.60	0.00091212
669.80	0.00088379
670.00	0.0013700
670.20	0.00094351
670.40	0.0015200
670.60	0.0017200
670.80	0.0015900
671.00	0.0012700
671.20	0.0014800
671.40	0.0016500
671.60	0.0012200
671.80	0.0015300
672.00	0.0017000
672.20	0.0011600
672.40	0.0013900
672.60	0.0014400
672.80	0.0012600
673.00	0.0014500
673.20	0.0010700
673.40	0.0013900
673.60	0.0010800
673.80	0.00097254
674.00	0.0015100
674.20	0.00078282
674.40	0.0011700
674.60	0.0011300
674.80	0.0013300
675.00	0.00075695
675.20	0.0011000
675.40	0.0012000
675.60	0.0011800
675.80	0.0011400
676.00	0.0014700
676.20	0.0010900
676.40	0.00088456
676.60	0.0011800
676.80	0.0010600
677.00	0.00080322
677.20	0.00094784
677.40	0.0012500
677.60	0.00080814
677.80	0.00097240
678.00	0.0013500
678.20	0.0014800
678.40	0.00091535
678.60	0.00090537
678.80	0.0012600
679.00	0.00060189
679.20	0.0010400
679.40	0.0013000
679.60	0.00076972
679.80	0.0011100
680.00	0.0012700
680.20	0.00076106
680.40	0.00075067
680.60	0.0012000
680.80	0.0013400
681.00	0.00086903
681.20	0.00087171
681.40	0.0010400
681.60	0.00093517
681.80	0.0010800
682.00	0.00085369
682.20	0.0011500
682.40	0.00073768
682.60	0.0011000
682.80	0.0011500
683.00	0.00073537
683.20	0.0011600
683.40	0.00084550
683.60	0.00071919
683.80	0.00085442
684.00	0.0012100
684.20	0.00093888
684.40	0.00088503
684.60	0.0011300
684.80	0.00099953
685.00	0.00063131
685.20	0.00071192
685.40	0.0015300
685.60	0.00074799
685.80	0.00048163
686.00	0.0010200
686.20	0.00073566
686.40	0.00082675
686.60	0.00080810
686.80	0.00055489
687.00	0.00067904
687.20	0.00087652
687.40	0.00095283
687.60	0.00022672
687.80	0.00020546
688.00	0.00063894
688.20	0.00034403
688.40	0.00032957
688.60	0.00019152
688.80	0.00070565
689.00	6.9631e-05
689.20	0.00028759
689.40	0.00056230
689.60	0.00021334
689.80	0.00028326
690.00	0.00069024
690.20	0.00041121
690.40	0.00018134
690.60	0.00026152
690.80	0.00070891
691.00	9.5657e-05
691.20	0.00016890
691.40	0.00029133
691.60	0.00024164
691.80	0.00024293
692.00	0.00051142
692.20	0.00027050
692.40	0.00013554
692.60	0.00085328
692.80	0.00066800
693.00	0.00065131
693.20	0.00048083
693.40	0.00083706
693.60	0.00066782
693.80	0.00031626
694.00	0.00081141
694.20	0.00058692
694.40	0.00069662
694.60	0.0012600
694.80	0.0013700
695.00	0.00094398
695.20	0.00095889
695.40	0.0014100
695.60	0.00092049
695.80	0.0012100
696.00	0.0013000
696.20	0.0010800
696.40	0.00077937
696.60	0.0015100
696.80	0.0013100
697.00	0.0011400
697.20	0.0010300
697.40	0.0014200
697.60	0.0010100
697.80	0.00077724
698.00	0.0012500
698.20	0.00094762
698.40	0.00036838
698.60	0.00052404
698.80	0.0011800
699.00	0.00069945
699.20	0.00060533
699.40	0.00083695
699.60	0.00049568
699.80	0.00056549
700.00	0.00052330
