Wavelength (nm)	327 C-40.abs
607.80	0.044241
608.00	0.044640
608.20	0.045039
608.40	0.045238
608.60	0.045437
608.80	0.045636
609.00	0.045836
609.20	0.046035
609.40	0.046035
609.60	0.046035
609.80	0.046234
610.00	0.046433
610.20	0.046234
610.40	0.046234
610.60	0.046234
610.80	0.046234
611.00	0.046035
611.20	0.045836
611.40	0.045636
611.60	0.045437
611.80	0.045039
612.00	0.044839
612.20	0.044441
612.40	0.044241
612.60	0.043644
612.80	0.043245
613.00	0.043046
613.20	0.042647
613.40	0.042049
613.60	0.041451
613.80	0.041053
614.00	0.040455
614.20	0.039857
614.40	0.039259
614.60	0.038661
614.80	0.038064
615.00	0.037665
615.20	0.037067
615.40	0.036469
615.60	0.035872
615.80	0.035274
616.00	0.034875
616.20	0.034277
616.40	0.033679
616.60	0.033281
616.80	0.032683
617.00	0.032085
617.20	0.031487
617.40	0.030889
617.60	0.030491
617.80	0.030092
618.00	0.029494
618.20	0.029096
618.40	0.028697
618.60	0.028299
618.80	0.027701
619.00	0.027502
619.20	0.027103
619.40	0.026705
619.60	0.026505
619.80	0.026107
620.00	0.025907
620.20	0.025509
620.40	0.025110
620.60	0.024911
620.80	0.024712
621.00	0.024313
621.20	0.024114
621.40	0.023915
621.60	0.023915
621.80	0.023715
622.00	0.023715
622.20	0.023516
622.40	0.023317
622.60	0.023117
622.80	0.023117
623.00	0.022918
623.20	0.022918
623.40	0.022719
623.60	0.022719
623.80	0.022719
624.00	0.022719
624.20	0.022719
624.40	0.022719
624.60	0.022719
624.80	0.022520
625.00	0.022719
625.20	0.022719
625.40	0.022719
625.60	0.022719
625.80	0.022719
626.00	0.022719
626.20	0.022918
626.40	0.022918
626.60	0.022918
626.80	0.023117
627.00	0.023117
627.20	0.023317
627.40	0.023317
627.60	0.023317
627.80	0.023516
628.00	0.023516
628.20	0.023715
628.40	0.023915
628.60	0.023915
628.80	0.024114
629.00	0.024313
629.20	0.024313
629.40	0.024512
629.60	0.024712
629.80	0.024911
630.00	0.024911
630.20	0.025110
630.40	0.025310
630.60	0.025310
630.80	0.025509
631.00	0.025708
631.20	0.025708
631.40	0.025708
631.60	0.025907
631.80	0.025907
632.00	0.025907
632.20	0.026107
632.40	0.026107
632.60	0.026107
632.80	0.026306
633.00	0.026306
633.20	0.026306
633.40	0.026306
633.60	0.026306
633.80	0.026306
634.00	0.026306
634.20	0.026306
634.40	0.026306
634.60	0.026306
634.80	0.026107
635.00	0.026107
635.20	0.026107
635.40	0.025907
635.60	0.025907
635.80	0.025907
636.00	0.025907
636.20	0.025907
636.40	0.025708
636.60	0.025708
636.80	0.025708
637.00	0.025708
637.20	0.025509
637.40	0.025708
637.60	0.025509
637.80	0.025509
638.00	0.025509
638.20	0.025509
638.40	0.025509
638.60	0.025509
638.80	0.025509
639.00	0.025509
639.20	0.025509
639.40	0.025509
639.60	0.025509
639.80	0.025509
640.00	0.025509
640.20	0.025509
640.40	0.025509
640.60	0.025310
640.80	0.025509
641.00	0.025509
641.20	0.025310
641.40	0.025310
641.60	0.025310
641.80	0.025509
642.00	0.025310
642.20	0.025509
642.40	0.025509
642.60	0.025708
642.80	0.025708
643.00	0.025907
643.20	0.025907
643.40	0.026107
643.60	0.026306
643.80	0.026505
644.00	0.026904
644.20	0.027103
644.40	0.027701
644.60	0.028100
644.80	0.028697
645.00	0.029295
645.20	0.029694
645.40	0.030292
645.60	0.031288
645.80	0.032085
646.00	0.032683
646.20	0.033679
646.40	0.034676
646.60	0.035872
646.80	0.036868
647.00	0.038861
647.20	0.040256
647.40	0.041651
647.60	0.043046
647.80	0.044640
648.00	0.046234
648.20	0.048426
648.40	0.050220
648.60	0.051814
648.80	0.053408
649.00	0.055003
649.20	0.056995
649.40	0.058789
649.60	0.061778
649.80	0.063771
650.00	0.065764
650.20	0.067757
650.40	0.069550
650.60	0.071742
650.80	0.074732
651.00	0.076326
651.20	0.077920
651.40	0.079913
651.60	0.081507
651.80	0.083101
652.00	0.084496
652.20	0.087087
652.40	0.088881
652.60	0.090276
652.80	0.091870
653.00	0.093464
653.20	0.094859
653.40	0.097051
653.60	0.098845
653.80	0.10024
654.00	0.10163
654.20	0.10303
654.40	0.10482
654.60	0.10642
654.80	0.10861
655.00	0.11040
655.20	0.11260
655.40	0.11519
655.60	0.11738
655.80	0.11997
656.00	0.12475
656.20	0.12814
656.40	0.13173
656.60	0.13631
656.80	0.14069
657.00	0.14508
657.20	0.15265
657.40	0.15843
657.60	0.16421
657.80	0.16999
658.00	0.17696
658.20	0.18533
658.40	0.19450
658.60	0.20725
658.80	0.21861
659.00	0.22977
659.20	0.24093
659.40	0.25249
659.60	0.26724
659.80	0.28677
660.00	0.29892
660.20	0.31347
660.40	0.32822
660.60	0.34217
660.80	0.35552
661.00	0.38023
661.20	0.39817
661.40	0.41491
661.60	0.43065
661.80	0.45018
662.00	0.46831
662.20	0.48545
662.40	0.51136
662.60	0.52969
662.80	0.54524
663.00	0.55879
663.20	0.57393
663.40	0.58828
663.60	0.60642
663.80	0.61718
664.00	0.62993
664.20	0.64169
664.40	0.65126
664.60	0.65903
664.80	0.67098
665.00	0.67676
665.20	0.68055
665.40	0.68354
665.60	0.68533
665.80	0.68533
666.00	0.68334
666.20	0.68035
666.40	0.67656
666.60	0.67198
666.80	0.66660
667.00	0.65883
667.20	0.64966
667.40	0.63571
667.60	0.62455
667.80	0.61160
668.00	0.59845
668.20	0.58629
668.40	0.57114
668.60	0.54823
668.80	0.53408
669.00	0.52013
669.20	0.50359
669.40	0.48904
669.60	0.47489
669.80	0.45257
670.00	0.43483
670.20	0.41770
670.40	0.40295
670.60	0.38681
670.80	0.36967
671.00	0.34655
671.20	0.33240
671.40	0.31546
671.60	0.30171
671.80	0.28896
672.00	0.27740
672.20	0.25807
672.40	0.24711
672.60	0.23735
672.80	0.22658
673.00	0.21483
673.20	0.20387
673.40	0.19051
673.60	0.18015
673.80	0.17099
674.00	0.16262
674.20	0.15524
674.40	0.14647
674.60	0.13611
674.80	0.13033
675.00	0.12435
675.20	0.11837
675.40	0.11339
675.60	0.10901
675.80	0.10144
676.00	0.096453
676.20	0.092069
676.40	0.088482
676.60	0.084098
676.80	0.080312
677.00	0.075529
677.20	0.071942
677.40	0.068952
677.60	0.066162
677.80	0.063970
678.00	0.061579
678.20	0.058191
678.40	0.056398
678.60	0.054604
678.80	0.052412
679.00	0.050419
679.20	0.048825
679.40	0.046234
679.60	0.044441
679.80	0.042846
680.00	0.041651
680.20	0.040056
680.40	0.038661
680.60	0.036868
680.80	0.035872
681.00	0.034477
681.20	0.033480
681.40	0.032484
681.60	0.031687
681.80	0.029893
682.00	0.028697
682.20	0.027900
682.40	0.026904
682.60	0.025708
682.80	0.024712
683.00	0.023317
683.20	0.022320
683.40	0.021523
683.60	0.020726
683.80	0.019929
684.00	0.019132
684.20	0.017936
684.40	0.017338
684.60	0.016740
684.80	0.015943
685.00	0.015146
685.20	0.014548
685.40	0.013552
685.60	0.012954
685.80	0.012555
686.00	0.011958
686.20	0.011360
686.40	0.010961
686.60	0.010363
686.80	0.0099648
687.00	0.0095662
687.20	0.0093670
687.40	0.0089684
687.60	0.0087691
687.80	0.0081713
688.00	0.0077727
688.20	0.0075734
688.40	0.0071748
688.60	0.0069756
688.80	0.0067763
689.00	0.0063777
689.20	0.0059792
689.40	0.0057799
689.60	0.0055806
689.80	0.0055806
690.00	0.0053813
690.20	0.0051820
690.40	0.0049827
690.60	0.0049827
690.80	0.0047835
691.00	0.0045842
691.20	0.0043849
691.40	0.0043849
691.60	0.0041856
691.80	0.0039863
692.00	0.0039863
692.20	0.0039863
692.40	0.0035878
692.60	0.0035878
692.80	0.0035878
693.00	0.0035878
693.20	0.0033885
693.40	0.0033885
693.60	0.0033885
693.80	0.0031892
694.00	0.0031892
694.20	0.0029899
694.40	0.0029899
694.60	0.0027906
694.80	0.0027906
695.00	0.0027906
695.20	0.0027906
695.40	0.0027906
695.60	0.0025913
695.80	0.0025913
696.00	0.0025913
696.20	0.0023921
696.40	0.0023921
696.60	0.0023921
696.80	0.0023921
697.00	0.0023921
697.20	0.0021928
697.40	0.0023921
697.60	0.0023921
697.80	0.0021928
698.00	0.0021928
698.20	0.0021928
698.40	0.0019935
698.60	0.0019935
698.80	0.0019935
699.00	0.0019935
699.20	0.0019935
699.40	0.0017942
699.60	0.0017942
699.80	0.0017942
700.00	0.0019935
700.20	0.0019935
700.40	0.0017942
700.60	0.0017942
700.80	0.0017942
701.00	0.0017942
701.20	0.0017942
701.40	0.0017942
701.60	0.0017942
701.80	0.0015949
702.00	0.0015949
702.20	0.0015949
702.40	0.0015949
702.60	0.0015949
702.80	0.0015949
703.00	0.0015949
703.20	0.0015949
703.40	0.0015949
703.60	0.0015949
703.80	0.0015949
704.00	0.0015949
704.20	0.0015949
704.40	0.0013957
704.60	0.0013957
704.80	0.0013957
705.00	0.0013957
705.20	0.0013957
705.40	0.0013957
705.60	0.0013957
705.80	0.0011964
706.00	0.0011964
706.20	0.0011964
706.40	0.0011964
706.60	0.0011964
706.80	0.0011964
707.00	0.0011964
707.20	0.0011964
707.40	0.0011964
707.60	0.0011964
707.80	0.0011964
708.00	0.0011964
708.20	0.0011964
708.40	0.00099709
708.60	0.0011964
708.80	0.0011964
709.00	0.0011964
709.20	0.0011964
709.40	0.0011964
709.60	0.0011964
709.80	0.0011964
710.00	0.0011964
710.20	0.0011964
710.40	0.0011964
710.60	0.0011964
710.80	0.0011964
711.00	0.0011964
711.20	0.0011964
711.40	0.0011964
711.60	0.0011964
711.80	0.0011964
712.00	0.0011964
712.20	0.0011964
712.40	0.0011964
712.60	0.0011964
712.80	0.0011964
713.00	0.00099709
713.20	0.00099709
713.40	0.00099709
713.60	0.00099709
713.80	0.00099709
714.00	0.00099709
714.20	0.00099709
714.40	0.00099709
714.60	0.00099709
714.80	0.00079781
715.00	0.00079781
715.20	0.00099709
715.40	0.00079781
715.60	0.00099709
715.80	0.00099709
716.00	0.00099709
716.20	0.00099709
716.40	0.00079781
716.60	0.00099709
716.80	0.00099709
717.00	0.00099709
717.20	0.00079781
717.40	0.00099709
717.60	0.00099709
717.80	0.00099709
718.00	0.00099709
718.20	0.00099709
718.40	0.00099709
718.60	0.00099709
718.80	0.00099709
719.00	0.00099709
719.20	0.00099709
719.40	0.00099709
719.60	0.00099709
719.80	0.00099709
720.00	0.00099709
720.20	0.0011964
720.40	0.0011964
720.60	0.0011964
720.80	0.0011964
721.00	0.00099709
721.20	0.0011964
721.40	0.0011964
721.60	0.0011964
721.80	0.00099709
722.00	0.0011964
722.20	0.00099709
722.40	0.00099709
722.60	0.00099709
722.80	0.00099709
723.00	0.00099709
723.20	0.00099709
723.40	0.00099709
723.60	0.00099709
723.80	0.00099709
724.00	0.00099709
724.20	0.00079781
724.40	0.00099709
724.60	0.00099709
724.80	0.00099709
725.00	0.00099709
725.20	0.00079781
725.40	0.00079781
725.60	0.00099709
725.80	0.00079781
726.00	0.00079781
726.20	0.00099709
726.40	0.00099709
726.60	0.00079781
726.80	0.00099709
727.00	0.00079781
727.20	0.00079781
727.40	0.00099709
727.60	0.00079781
727.80	0.00079781
728.00	0.00079781
728.20	0.00079781
728.40	0.00079781
728.60	0.00079781
728.80	0.00079781
729.00	0.00079781
729.20	0.00079781
729.40	0.00079781
729.60	0.00079781
729.80	0.00079781
730.00	0.00079781
730.20	0.00079781
730.40	0.00079781
730.60	0.00079781
730.80	0.00079781
731.00	0.00079781
731.20	0.00079781
731.40	0.00079781
731.60	0.00079781
731.80	0.00079781
732.00	0.00079781
732.20	0.00079781
732.40	0.00079781
732.60	0.00079781
732.80	0.00079781
733.00	0.00079781
733.20	0.00079781
733.40	0.00079781
733.60	0.00079781
733.80	0.00079781
734.00	0.00079781
734.20	0.00059852
734.40	0.00059852
734.60	0.00059852
734.80	0.00059852
735.00	0.00019996
735.20	0.00019996
735.40	0.00019996
735.60	0.00019996
735.80	0.00019996
736.00	0.00019996
736.20	0.00019996
736.40	0.00019996
736.60	0.00019996
736.80	0.00019996
737.00	0.00019996
737.20	0.00019996
737.40	0.00019996
737.60	0.00019996
737.80	0.00019996
738.00	0.00019996
738.20	0.00019996
738.40	0.00019996
738.60	0.00019996
738.80	0.00019996
739.00	0.00019996
739.20	0.00019996
739.40	0.00019996
739.60	0.00019996
739.80	0.00019996
740.00	0.00019996
740.20	0.00019996
740.40	0.00019996
740.60	0.00019996
740.80	0.00019996
741.00	0.00019996
741.20	0.00019996
741.40	0.00019996
741.60	0.00019996
741.80	0.00019996
742.00	0.00019996
742.20	0.00019996
742.40	0.00011168
742.60	0.00019996
742.80	0.00019996
743.00	0.00019996
743.20	0.00011168
743.40	0.00019996
743.60	0.00019996
743.80	0.00019996
744.00	0.00019996
744.20	0.00011168
744.40	0.00019996
744.60	0.00019996
744.80	0.00019996
745.00	0.00019996
745.20	0.00019996
745.40	0.00019996
745.60	0.00019996
745.80	0.00019996
746.00	0.00019996
746.20	0.00019996
746.40	0.00019996
746.60	0.00019996
746.80	0.00019996
747.00	0.00019996
747.20	0.00019996
747.40	0.00011168
747.60	0.00011168
747.80	0.00019996
748.00	0.00019996
748.20	0.00019996
748.40	0.00019996
748.60	0.00019996
748.80	0.00019996
749.00	0.00019996
749.20	0.00019996
749.40	0.00019996
749.60	0.00019996
749.80	0.00019996
750.00	0.00019996
